Age;Sex;Ethnicity;Country_of_birth;Country_of_residence;Nationality;Language;Student_status;Employment_status
27;Male;Asian;China;Germany;China;Chinese;Yes;Part-Time
23;Male;White;Germany;Germany;Germany;German;No;Full-Time
32;Male;Asian;Germany;Germany;Germany;Vietnamese;Yes;Full-Time
26;Female;White;Bulgaria;Germany;Bulgaria;Bulgarian;No;Full-Time
30;Female;White;Germany;Germany;Germany;German;No;Full-Time
32;Female;Asian;China;Germany;China;Chinese;No;Full-Time
27;Male;White;Germany;Germany;Germany;German;No;Full-Time
33;Female;White;Bosnia and Herzegovina;Germany;Germany;German;No;Full-Time
29;Female;Mixed;Germany;Germany;Germany;German;No;Part-Time
23;Male;Mixed;Germany;Germany;Portugal;German;Yes;Part-Time
23;Male;White;Germany;Germany;Germany;German;Yes;Part-Time
22;Male;White;Germany;Germany;Germany;German;Yes;Other
21;Male;White;Azerbaijan;Germany;Azerbaijan;English;Yes;Unemployed (and job seeking)
36;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
25;Female;White;Germany;Germany;Germany;German;No;Full-Time
28;Male;White;Turkey;Germany;Turkey;Turkish;No;Due to start a new job within the next month
24;Female;White;Turkey;Germany;Turkey;Turkish;Yes;Unemployed (and job seeking)
31;Female;White;Germany;Germany;Germany;German;No;Unemployed (and job seeking)
25;Female;White;Turkey;Germany;Turkey;Turkish;Yes;Unemployed (and job seeking)
24;Female;White;Germany;Germany;Germany;German;Yes;Due to start a new job within the next month
34;Male;White;Germany;Germany;Germany;German;No;Full-Time
23;Female;White;Germany;Germany;Germany;German;Yes;Other
27;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
24;Male;White;Germany;Germany;Germany;German;Yes;Part-Time
28;Female;Other;Turkey;Germany;Turkey;Turkish;No;Full-Time
25;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
24;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
25;Female;White;Germany;Germany;Germany;German;No;Full-Time
22;Female;White;Morocco;Germany;Morocco;Arabic;Yes;Unemployed (and job seeking)
30;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
19;Male;Mixed;Ecuador;Germany;Ecuador;Spanish;Yes;Part-Time
30;Male;White;Macedonia;Germany;Albania;Albanian;No;Full-Time
33;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
42;Female;White;Germany;Germany;Germany;German;No;Other
29;Male;White;Kazakhstan;Germany;Germany;German;No;Full-Time
28;Female;White;Portugal;Germany;Portugal;Portuguese;No;Full-Time
31;Male;White;Germany;Germany;Germany;German;No;Full-Time
35;Male;White;Germany;Germany;Germany;German;No;Full-Time
19;Female;Asian;Turkey;Germany;Turkey;Turkish;Yes;Other
24;Male;White;Germany;Germany;Germany;German;Yes;Part-Time
24;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
32;Female;White;Germany;Germany;Germany;German;No;Full-Time
30;Male;Asian;Indonesia;Germany;Indonesia;Indonesian;No;Full-Time
33;Male;White;Germany;Germany;Germany;German;No;Full-Time
25;Female;White;Germany;Germany;Germany;German;No;Full-Time
22;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
28;Female;White;Greece;Germany;Greece;Greek;No;Full-Time
18;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
23;Female;White;Germany;Germany;Uzbekistan;Russian;No;Full-Time
29;Male;White;Germany;Germany;Germany;German;Yes;Part-Time
27;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
32;Male;White;Turkey;Germany;Turkey;Turkish;Yes;Full-Time
23;Male;White;Germany;Germany;Germany;German;Yes;Part-Time
37;Male;Mixed;Estonia;Germany;Germany;Russian;No;Full-Time
41;Male;White;Germany;Germany;Germany;German;No;Part-Time
20;Male;White;Germany;Germany;Germany;German;No;Full-Time
37;Male;White;Germany;Germany;Germany;German;No;Full-Time
30;Female;White;Germany;Germany;Germany;German;No;Full-Time
26;Male;Other;Turkey;Germany;Turkey;Turkish;Yes;Part-Time
28;Female;White;Russian Federation;Germany;Russian Federation;Russian;Yes;Full-Time
46;Male;White;Germany;Germany;Germany;German;No;Full-Time
34;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
27;Male;White;Germany;Germany;Germany;German;No;Full-Time
30;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
42;Female;White;Germany;Germany;Germany;German;No;Full-Time
29;Female;White;Germany;Germany;Germany;German;No;Other
27;Female;Mixed;Ecuador;Germany;Ecuador;Spanish;Yes;Part-Time
31;Female;White;Germany;Germany;Germany;German;No;Full-Time
51;Male;White;Turkey;Germany;Germany;Turkish;No;Full-Time
23;Female;White;Germany;Germany;Germany;German;Yes;Other
52;Male;White;Tajikistan;Germany;Germany;Russian;No;Unemployed (and job seeking)
24;Female;White;Germany;Germany;Germany;German;Yes;Other
43;Male;White;Germany;Germany;Germany;German;No;Full-Time
26;Female;White;Germany;Germany;Germany;German;No;Part-Time
26;Male;Asian;United Arab Emirates;Germany;Pakistan;English;No;Part-Time
59;Male;White;Germany;Germany;Germany;German;No;Full-Time
25;Male;White;Germany;Germany;Germany;German;No;Full-Time
37;Male;Other;Turkey;Germany;Turkey;Turkish;No;Other
25;Male;Other;Turkey;Germany;Turkey;Turkish;No;Full-Time
24;Male;Other;Turkey;Germany;Turkey;English;Yes;Part-Time
27;Male;White;Germany;Germany;Italy;German;No;Full-Time
35;Male;White;Germany;Germany;Germany;Polish;Yes;Full-Time
29;Male;Other;Turkey;Germany;Cyprus;Turkish;Yes;Part-Time
26;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
31;Female;White;Germany;Germany;Germany;German;No;Full-Time
26;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
19;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
31;Female;White;Germany;Germany;Germany;German;No;Part-Time
25;Male;White;Turkey;Germany;Turkey;Turkish;Yes;Full-Time
38;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
20;Female;White;United Kingdom;Germany;United Kingdom;English;Yes;Full-Time
36;Male;White;Germany;Germany;Germany;German;No;Full-Time
52;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
26;Female;White;Germany;Germany;Germany;German;No;Full-Time
34;Female;White;Germany;Germany;Germany;German;No;Full-Time
24;Male;White;Germany;Germany;Germany;German;Yes;Part-Time
28;Female;Asian;Indonesia;Germany;Indonesia;Indonesian;Yes;Full-Time
28;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
25;Male;White;Turkey;Germany;Turkey;Turkish;Yes;Part-Time
22;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
26;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
33;Male;White;Romania;Germany;Romania;Romanian;No;Full-Time
48;Male;White;Germany;Germany;Germany;German;No;Full-Time
31;Female;White;United States;Germany;United States;English;Yes;Part-Time
34;Male;White;Germany;Germany;Germany;German;No;Full-Time
25;Male;Mixed;Germany;Germany;Germany;German;Yes;Other
34;Female;White;Germany;Germany;Germany;German;No;Part-Time
22;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
26;Male;White;Italy;Germany;Italy;Italian;No;Part-Time
30;Female;White;Turkey;Germany;Turkey;Turkish;No;Full-Time
24;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
27;Male;White;Syrian Arab Republic;Germany;Palestinian Territory;Arabic;Yes;Other
42;Female;White;Germany;Germany;Germany;German;No;Full-Time
27;Male;White;Germany;Germany;Germany;English;No;Part-Time
22;Female;White;Germany;Germany;Germany;German;Yes;Other
21;Male;White;Germany;Germany;Germany;German;Yes;Other
22;Female;White;Portugal;Germany;Portugal;Portuguese;Yes;Other
23;Male;White;Hungary;Germany;Hungary;English;Yes;Part-Time
32;Male;White;Germany;Germany;Germany;German;Yes;Unemployed (and job seeking)
21;Female;White;United States;Germany;United States;English;Yes;Full-Time
33;Female;White;Germany;Germany;Germany;German;No;Full-Time
29;Male;White;Turkey;Germany;Turkey;Turkish;Yes;Other
38;Male;Mixed;Germany;Germany;Germany;German;No;Full-Time
25;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
29;Female;White;Turkey;Germany;Turkey;Turkish;Yes;Full-Time
25;Male;White;Turkey;Germany;Turkey;Turkish;Yes;Full-Time
25;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
23;Male;Other;Nepal;Germany;Nepal;Nepali;Yes;Part-Time
36;Male;White;Germany;Germany;Germany;German;No;Full-Time
21;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
28;Male;White;Germany;Germany;Germany;German;No;Full-Time
31;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
47;Male;White;Germany;Germany;Germany;Spanish;No;Full-Time
29;Male;Other;Morocco;Germany;Morocco;French;No;Full-Time
27;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
25;Male;White;Germany;Germany;Germany;German;Yes;Part-Time
26;Female;Other;Turkey;Germany;Turkey;Turkish;Yes;Unemployed (and job seeking)
25;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
20;Female;White;Romania;Germany;Germany;English;Yes;Part-Time
28;Female;White;Germany;Germany;Germany;German;No;Full-Time
35;Female;Black;Zimbabwe;Germany;Zimbabwe;English;Yes;Full-Time
31;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
24;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
28;Female;White;Germany;Germany;Germany;German;No;Part-Time
26;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
42;Female;White;Ukraine;Germany;Germany;Russian;No;Full-Time
41;Male;White;Germany;Germany;Germany;German;No;Full-Time
41;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
36;Female;White;Germany;Germany;Germany;German;No;Full-Time
23;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
45;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
25;Male;Asian;Germany;Germany;Germany;Tamil;No;Unemployed (and job seeking)
28;Female;White;Italy;Germany;Italy;Italian;Yes;Part-Time
20;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
43;Male;White;Germany;Germany;Germany;German;No;Full-Time
46;Male;White;Germany;Germany;Germany;German;No;Full-Time
30;Male;White;Germany;Germany;Germany;German;No;Unemployed (and job seeking)
28;Male;White;Turkey;Germany;Turkey;English;Yes;Full-Time
32;Male;White;New Zealand;Germany;Germany;German;Yes;Unemployed (and job seeking)
26;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
28;Female;White;Germany;Germany;Germany;German;Yes;Other
29;Prefer not to say;White;United Kingdom;Germany;United Kingdom;English;Yes;Full-Time
26;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
25;Female;White;Germany;Germany;Germany;German;Yes;Due to start a new job within the next month
24;Male;Asian;Pakistan;Germany;Pakistan;Urdu;Yes;Unemployed (and job seeking)
21;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
46;Female;Mixed;Germany;Germany;Germany;Russian;Yes;Full-Time
20;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
23;Male;White;Turkey;Germany;Turkey;English;Yes;Part-Time
27;Male;Other;Turkey;Germany;Turkey;Turkish;No;Full-Time
23;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
39;Male;White;Germany;Germany;Germany;German;No;Full-Time
19;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
23;Male;White;Germany;Germany;Germany;German;Yes;Unemployed (and job seeking)
23;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
21;Male;White;Germany;Germany;Germany;German;Yes;Part-Time
26;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
28;Female;Asian;South Africa;Germany;South Africa;English;No;Unemployed (and job seeking)
36;Male;White;Germany;Germany;Germany;German;No;Full-Time
24;Female;White;Germany;Germany;Germany;German;Yes;Unemployed (and job seeking)
23;Male;White;Germany;Germany;Germany;German;No;Full-Time
24;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
20;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
28;Female;White;Germany;Germany;Germany;German;No;Full-Time
31;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
31;Male;Asian;Indonesia;Germany;Indonesia;Indonesian;Yes;Full-Time
26;Male;Asian;Turkey;Germany;Turkey;Turkish;No;Part-Time
21;Female;White;Czech Republic;Germany;Czech Republic;Czech;No;Full-Time
31;Male;White;Turkey;Germany;Turkey;Turkish;Yes;Full-Time
20;Female;White;Germany;Germany;Germany;German;Yes;Other
25;Male;White;Russian Federation;Germany;Germany;German;No;Due to start a new job within the next month
26;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
21;Male;White;Germany;Germany;Germany;Arabic;No;Part-Time
26;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
47;Male;White;Greece;Germany;Greece;Greek;No;Full-Time
37;Female;Mixed;Germany;Germany;Germany;German;No;Part-Time
20;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
20;Male;Black;Gambia;Germany;Gambia;English;Yes;Full-Time
45;Female;White;Germany;Germany;Germany;German;No;Full-Time
30;Female;White;Germany;Germany;Germany;German;No;Full-Time
25;Male;Asian;Germany;Germany;Germany;Tamil;No;Full-Time
30;Male;White;Germany;Germany;Germany;German;No;Full-Time
19;Male;White;Romania;Germany;Moldova;Romanian;Yes;Full-Time
28;Female;White;Germany;Germany;Germany;German;No;Full-Time
29;Female;White;Germany;Germany;Germany;German;No;Part-Time
22;Male;White;Germany;Germany;Germany;German;Yes;Unemployed (and job seeking)
35;Male;White;Italy;Germany;Italy;Italian;Yes;Full-Time
26;Female;Mixed;South Africa;Germany;South Africa;English;No;Full-Time
24;Female;Black;Nigeria;Germany;Nigeria;English;No;Full-Time
24;Female;White;Germany;Germany;Germany;German;Yes;Other
24;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
23;Female;White;Germany;Germany;Germany;German;Yes;Other
22;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
24;Male;White;Turkey;Germany;Turkey;Turkish;Yes;Other
27;Female;White;Iran;Germany;Iran;Farsi;Yes;Part-Time
24;Female;White;Germany;Germany;Germany;German;Yes;Due to start a new job within the next month
28;Female;White;Turkey;Germany;Turkey;Turkish;Yes;Part-Time
19;Male;White;Germany;Germany;Germany;German;Yes;Other
19;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
24;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
23;Male;White;Turkey;Germany;Turkey;Turkish;Yes;Part-Time
29;Female;White;Germany;Germany;Germany;German;No;Full-Time
21;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
52;Male;White;Canada;Germany;Germany;German;No;Full-Time
23;Male;Other;Turkey;Germany;Turkey;Turkish;Yes;Part-Time
28;Male;Other;Turkey;Germany;Turkey;Turkish;Yes;Unemployed (and job seeking)
27;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
26;Female;White;Germany;Germany;Germany;German;No;Part-Time
18;Male;White;Romania;Germany;Romania;Romanian;Yes;Full-Time
24;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
25;Female;White;Germany;Germany;Germany;Russian;Yes;Part-Time
26;Male;White;Poland;Germany;Germany;Polish;Yes;Part-Time
36;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
22;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
23;Male;Mixed;Germany;Germany;Germany;German;No;Full-Time
33;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
24;Male;Asian;Germany;Germany;Germany;German;Yes;Full-Time
24;Male;White;Brazil;Germany;Brazil;Turkish;Yes;Unemployed (and job seeking)
33;Female;White;Hungary;Germany;Germany;Hungarian;No;Part-Time
20;Male;Asian;Germany;Germany;Vietnam;German;Yes;Unemployed (and job seeking)
24;Female;White;Germany;Germany;Germany;German;Yes;Unemployed (and job seeking)
30;Male;White;Germany;Germany;Germany;German;No;Full-Time
29;Male;Mixed;Germany;Germany;Germany;German;No;Part-Time
22;Male;Asian;Germany;Germany;Germany;German;Yes;Part-Time
35;Male;White;Germany;Germany;Germany;German;No;Full-Time
28;Male;White;Germany;Germany;Germany;German;Yes;Other
30;Female;White;Germany;Germany;Germany;German;No;Unemployed (and job seeking)
26;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
25;Female;White;Germany;Germany;Germany;German;No;Other
34;Female;White;France;Germany;France;French;Yes;Full-Time
23;Female;White;Germany;Germany;Germany;German;No;Full-Time
26;Female;White;Germany;Germany;Germany;German;Yes;Other
33;Male;Asian;Bangladesh;Germany;Bangladesh;Bengali;No;Full-Time
24;Female;White;Hungary;Germany;Hungary;Hungarian;No;Part-Time
19;Male;White;Germany;Germany;Germany;German;No;Unemployed (and job seeking)
27;Female;White;Germany;Germany;Germany;German;Yes;Other
36;Male;Other;Chile;Germany;Chile;Spanish;No;Full-Time
23;Male;White;Germany;Germany;Germany;German;No;Full-Time
21;Female;White;Turkey;Germany;Turkey;Turkish;Yes;Full-Time
30;Male;White;Syrian Arab Republic;Germany;Syrian Arab Republic;Arabic;No;Other
19;Male;White;Germany;Germany;Germany;German;No;Full-Time
37;Male;White;Turkey;Germany;Turkey;Turkish;No;Full-Time
32;Male;White;Turkey;Germany;Turkey;Turkish;Yes;Full-Time
36;Female;White;Germany;Germany;Germany;German;No;Full-Time
43;Female;White;Hungary;Germany;Hungary;Hungarian;No;Full-Time
46;Male;White;Germany;Germany;Germany;German;No;Full-Time
24;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
36;Male;White;Germany;Germany;Germany;German;No;Full-Time
26;Female;White;Germany;Germany;Italy;German;Yes;Other
35;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
49;Male;White;Romania;Germany;United States;Romanian;No;Full-Time
40;Female;Mixed;Colombia;Germany;Germany;Spanish;No;Part-Time
27;Male;White;Germany;Germany;Germany;German;Yes;Due to start a new job within the next month
31;Male;White;Brazil;Germany;Brazil;Portuguese;No;Full-Time
21;Female;White;Germany;Germany;Germany;German;Yes;Other
19;Male;White;Germany;Germany;Germany;German;Yes;Other
25;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
44;Male;White;Germany;Germany;Germany;German;No;Full-Time
29;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
28;Male;White;Germany;Germany;Germany;German;No;Full-Time
32;Male;Mixed;Turkey;Germany;Turkey;English;Yes;Full-Time
33;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
30;Male;White;Germany;Germany;Germany;German;No;Full-Time
37;Male;White;Romania;Germany;Romania;Romanian;No;Part-Time
24;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
18;Male;White;Germany;Germany;Germany;German;No;Unemployed (and job seeking)
22;Male;White;Germany;Germany;Germany;German;Yes;Part-Time
31;Male;White;Germany;Germany;Germany;German;No;Full-Time
27;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
30;Male;White;Germany;Germany;Germany;German;Yes;Part-Time
38;Male;White;Germany;Germany;Germany;German;No;Full-Time
27;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
42;Male;White;Germany;Germany;Germany;German;No;Part-Time
24;Male;White;Germany;Germany;Germany;German;Yes;Other
32;Male;White;Germany;Germany;Germany;German;No;Full-Time
28;Female;Other;Iraq;Germany;Canada;English;Yes;Part-Time
42;Male;White;Germany;Germany;Germany;German;No;Full-Time
28;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
22;Female;White;Poland;Germany;Poland;Polish;Yes;Part-Time
23;Male;White;Germany;Germany;Germany;German;No;Unemployed (and job seeking)
24;Male;Asian;China;Germany;China;Chinese;Yes;Part-Time
37;Female;Asian;Indonesia;Germany;Indonesia;Indonesian;No;Part-Time
26;Female;White;Turkey;Germany;Turkey;Turkish;Yes;Unemployed (and job seeking)
18;Male;White;Germany;Germany;Germany;German;Yes;Other
27;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
20;Female;White;Germany;Germany;Germany;German;Yes;Other
27;Male;White;Germany;Germany;Germany;German;No;Part-Time
39;Male;White;Germany;Germany;Germany;German;No;Full-Time
38;Male;White;Germany;Germany;Germany;German;No;Full-Time
34;Male;White;Turkey;Germany;Turkey;Turkish;No;Full-Time
22;Male;White;Germany;Germany;Germany;German;Yes;Unemployed (and job seeking)
23;Male;White;Germany;Germany;Germany;German;Yes;Part-Time
22;Male;White;Poland;Germany;Germany;German;Yes;Other
24;Male;White;Turkey;Germany;Turkey;Turkish;Yes;Part-Time
20;Male;White;Germany;Germany;Germany;German;Yes;Other
21;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
24;Male;White;Germany;Germany;Germany;German;No;Full-Time
35;Male;White;Germany;Germany;Germany;German;No;Full-Time
24;Female;White;Germany;Germany;Germany;German;No;Full-Time
27;Male;White;Syrian Arab Republic;Germany;Germany;Arabic;Yes;Due to start a new job within the next month
24;Female;White;Germany;Germany;Germany;German;No;Full-Time
22;Male;White;Turkey;Germany;Turkey;Turkish;Yes;Unemployed (and job seeking)
23;Male;White;Germany;Germany;Germany;German;Yes;Part-Time
52;Female;White;Germany;Germany;Germany;German;No;Full-Time
21;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
33;Male;White;Germany;Germany;Germany;German;No;Part-Time
21;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
38;Male;Asian;India;Germany;India;English;No;Full-Time
20;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
24;Male;White;Germany;Germany;Germany;German;No;Full-Time
33;Male;White;Germany;Germany;Germany;German;No;Full-Time
24;Male;White;Germany;Germany;Germany;German;Yes;Other
29;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
30;Female;White;Latvia;Germany;Latvia;Latvian;Yes;Part-Time
21;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
29;Male;White;Turkey;Germany;Turkey;Turkish;Yes;Part-Time
28;Female;Mixed;Brazil;Germany;Brazil;Portuguese;Yes;Part-Time
28;Male;White;Germany;Germany;Germany;German;Yes;Part-Time
26;Male;White;Germany;Germany;Germany;Turkish;Yes;Part-Time
29;Male;White;Russian Federation;Germany;Germany;Russian;Yes;Full-Time
29;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
21;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
27;Female;White;Germany;Germany;Germany;German;Yes;Unemployed (and job seeking)
20;Male;Mixed;Iran;Germany;Iran;Farsi;No;Full-Time
24;Female;Asian;China;Germany;China;Chinese;Yes;Full-Time
25;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
20;Male;White;Germany;Germany;Germany;German;No;Full-Time
30;Female;White;Turkey;Germany;Turkey;Turkish;No;Full-Time
25;Male;White;Germany;Germany;Germany;German;No;Full-Time
23;Female;White;Germany;Germany;Germany;German;Yes;Other
38;Female;White;Germany;Germany;Germany;German;No;Full-Time
26;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
42;Male;White;Germany;Germany;Germany;German;No;Full-Time
21;Male;White;Germany;Germany;Germany;German;No;Part-Time
46;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
25;Male;White;Germany;Germany;Germany;German;No;Full-Time
27;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
33;Male;White;Germany;Germany;Germany;German;No;Full-Time
32;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
26;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
38;Male;White;Poland;Germany;Germany;German;No;Full-Time
27;Male;White;Germany;Germany;Germany;German;No;Full-Time
31;Female;Other;Germany;Germany;Germany;German;No;Due to start a new job within the next month
27;Female;White;Germany;Germany;Germany;English;Yes;Due to start a new job within the next month
36;Male;White;Poland;Germany;Germany;German;No;Full-Time
26;Female;White;Germany;Germany;Germany;German;No;Part-Time
38;Male;White;Germany;Germany;Germany;German;No;Full-Time
20;Female;White;Germany;Germany;Germany;German;Yes;Other
27;Female;White;Ukraine;Germany;Ukraine;Russian;Yes;Full-Time
22;Female;Black;Germany;Germany;Germany;German;Yes;Part-Time
18;Male;White;Germany;Germany;Germany;German;Yes;Part-Time
28;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
22;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
30;Male;Other;Azerbaijan;Germany;Azerbaijan;Other;Yes;Full-Time
42;Male;White;Greece;Germany;Greece;Greek;Yes;Full-Time
23;Female;White;Lithuania;Germany;Lithuania;English;Yes;Part-Time
19;Male;White;Germany;Germany;Germany;German;Yes;Other
26;Male;White;Germany;Germany;Germany;German;Yes;Other
29;Female;White;Tunisia;Germany;Germany;English;No;Full-Time
31;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
36;Female;White;Germany;Germany;Germany;German;No;Full-Time
33;Male;Asian;Germany;Germany;Germany;German;Yes;Full-Time
29;Female;White;Germany;Germany;Germany;German;No;Full-Time
29;Male;White;Germany;Germany;Germany;English;No;Full-Time
37;Female;Black;Kenya;Germany;Kenya;English;No;Unemployed (and job seeking)
21;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
29;Female;White;Germany;Germany;United Kingdom;English;Yes;Other
20;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
28;Female;Other;Turkey;Germany;Turkey;Turkish;Yes;Full-Time
32;Female;White;Uruguay;Germany;Uruguay;Spanish;No;Full-Time
37;Male;White;Tunisia;Germany;Tunisia;French;No;Full-Time
26;Male;White;Germany;Germany;Germany;German;No;Full-Time
19;Male;White;Germany;Germany;Germany;German;Yes;Part-Time
20;Male;White;Germany;Germany;Germany;German;Yes;Other
29;Female;White;Germany;Germany;Germany;German;No;Full-Time
25;Female;Asian;Philippines;Germany;Philippines;English;No;Full-Time
31;Female;Other;Turkey;Germany;Turkey;Turkish;No;Unemployed (and job seeking)
38;Male;White;Germany;Germany;Germany;German;Yes;Unemployed (and job seeking)
28;Female;White;United Kingdom;Germany;Turkey;Turkish;Yes;Part-Time
33;Male;White;Germany;Germany;Germany;German;No;Full-Time
32;Female;Mixed;United States;Germany;United States;English;No;Full-Time
19;Male;Mixed;Germany;Germany;Germany;English;Yes;Full-Time
34;Female;Asian;Philippines;Germany;Philippines;Tagalog-Filipino;Yes;Full-Time
28;Female;White;Germany;Germany;Germany;German;No;Part-Time
21;Female;White;Germany;Germany;Germany;German;Yes;Part-Time
34;Male;Mixed;Costa Rica;Germany;Costa Rica;Spanish;No;Full-Time
27;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
20;Male;White;Turkey;Germany;Turkey;Turkish;Yes;Full-Time
35;Female;White;Germany;Germany;Germany;German;No;Full-Time
30;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
22;Male;White;Turkey;Germany;Turkey;Turkish;Yes;Unemployed (and job seeking)
38;Female;White;Germany;Germany;Germany;German;No;Full-Time
32;Male;White;Tunisia;Germany;Tunisia;Arabic;Yes;Full-Time
28;Female;White;Germany;Germany;Germany;German;No;Full-Time
25;Male;White;Turkey;Germany;Turkey;Turkish;Yes;Full-Time
22;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
22;Female;White;Germany;Germany;Germany;Russian;Yes;Full-Time
28;Female;White;Italy;Germany;Italy;Italian;Yes;Full-Time
34;Male;White;Turkey;Germany;Turkey;Turkish;No;Full-Time
34;Male;Mixed;Argentina;Germany;Italy;Spanish;No;Unemployed (and job seeking)
45;Male;White;Turkey;Germany;Turkey;Turkish;Yes;Full-Time
36;Male;White;Turkey;Germany;Turkey;Turkish;No;Unemployed (and job seeking)
25;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
27;Male;Asian;Pakistan;Germany;Pakistan;Urdu;No;Full-Time
49;Male;Asian;Kyrgyzstan;Germany;Sweden;Russian;No;Full-Time
31;Female;White;Germany;Germany;Germany;German;Yes;Full-Time
29;Female;White;United States;Germany;United States;English;Yes;Full-Time
25;Female;White;Germany;Germany;Germany;German;No;Due to start a new job within the next month
23;Male;White;Germany;Germany;Germany;German;Yes;Full-Time
29;Male;White;Germany;Germany;Germany;German;No;Full-Time
